incident_id,year,quarter,country,incident_category,severity,sector_affected,estimated_victims,financial_damage_usd,genai_tool_involved,perpetrator_type,legal_action_taken,media_coverage_score,cross_border,detection_method,resolution_status
INC-00646,2023,Q1,Sweden,Voice Cloning Scam,High,Education,313260,,Code Generator,Corporation,1,5.4,1,Forensic Analysis,Under Investigation
INC-00647,2024,Q1,Japan,AI Bias in Credit Scoring,Medium,Healthcare,45280,92304.97,Voice Cloner,State Actor,1,4.4,0,Whistleblower,Perpetrator Identified
INC-00648,2023,Q2,Iran,AI-Enabled Phishing,High,Finance,66935,7318121.66,Unknown,Individual,0,9.2,0,Whistleblower,Resolved
INC-00649,2025,Q4,India,Medical AI Misdiagnosis,Medium,Healthcare,8638,392929.52,Video Synthesizer,Corporation,1,9.9,1,Human Review,Under Investigation
INC-00650,2022,Q1,Singapore,Synthetic Media Electoral Interference,Low,Media,3139,135665.53,Video Synthesizer,Organized Group,1,5.7,0,Automated Flag,Legal Proceedings
INC-00651,2025,Q2,India,Medical AI Misdiagnosis,Low,Employment,354,234999.64,Multiple,Individual,0,2.7,0,Journalist Investigation,Perpetrator Identified
INC-00652,2024,Q1,Singapore,Medical AI Misdiagnosis,Medium,Healthcare,8161,115973.83,Code Generator,State Actor,1,6.4,0,Victim Report,Legal Proceedings
INC-00653,2024,Q2,Netherlands,AI-Generated Fraud,Critical,Media,652497,,Video Synthesizer,Individual,0,3.9,0,Whistleblower,Resolved
INC-00654,2025,Q4,Indonesia,AI-Generated Legal Documents (Unauthorized),Critical,Public Safety,1284991,13502870.41,Multiple,Unknown,0,1.9,0,Forensic Analysis,Unresolved
INC-00655,2024,Q1,Chile,Medical AI Misdiagnosis,Low,Politics,453,12614.36,Code Generator,Individual,0,8.5,1,Victim Report,Unresolved
INC-00656,2024,Q3,Australia,Manipulated Audio Evidence,Medium,Politics,14607,96262.24,Video Synthesizer,Unknown,0,4.4,1,Platform AI,Closed-No Action
INC-00657,2024,Q4,New Zealand,AI-Enabled Phishing,High,Media,13803,,Unknown,Unknown,1,8.0,1,Automated Flag,Resolved
INC-00658,2023,Q2,New Zealand,Medical AI Misdiagnosis,High,Healthcare,56785,,Voice Cloner,Unknown,0,3.2,0,Journalist Investigation,Resolved
INC-00659,2022,Q4,Taiwan,Deepfake Political Disinformation,Medium,Personal,23972,346721.78,LLM Chatbot,State Actor,1,6.5,0,Automated Flag,Unresolved
INC-00660,2024,Q1,Nigeria,AI-Generated Legal Documents (Unauthorized),Low,Employment,11779,,Video Synthesizer,Corporation,0,8.8,0,Journalist Investigation,Resolved
INC-00661,2025,Q1,Indonesia,AI Surveillance Abuse,Medium,Media,9749,,Unknown,Individual,0,2.2,0,Human Review,Resolved
INC-00662,2024,Q4,Russia,AI Bias in Hiring,Critical,Politics,493539,,LLM Chatbot,Unknown,0,7.8,1,Victim Report,Under Investigation
INC-00663,2024,Q4,South Korea,AI-Generated Legal Documents (Unauthorized),Low,Personal,3092,14729.64,Voice Cloner,Organized Group,0,6.8,0,Platform AI,Closed-No Action
INC-00664,2024,Q1,Netherlands,Non-Consensual Intimate Imagery,Medium,Legal,2671,48750.08,Multiple,Corporation,0,2.4,0,Automated Flag,Perpetrator Identified
INC-00665,2024,Q1,France,AI-Enabled Phishing,High,Finance,64287,4909940.09,Unknown,Individual,0,0.9,0,Human Review,Unresolved
INC-00666,2022,Q4,Israel,Non-Consensual Intimate Imagery,Critical,Public Safety,575995,,Voice Cloner,Organized Group,0,5.4,0,Human Review,Legal Proceedings
INC-00667,2024,Q4,France,AI-Generated Legal Documents (Unauthorized),Critical,Politics,297213,,Image Generator,Unknown,1,9.8,0,Forensic Analysis,Under Investigation
INC-00668,2024,Q3,South Korea,AI Surveillance Abuse,Medium,Personal,8642,828439.58,Multiple,Unknown,0,2.2,0,Forensic Analysis,Closed-No Action
INC-00669,2024,Q1,Mexico,AI-Generated Legal Documents (Unauthorized),Medium,Education,17227,462128.29,Unknown,Individual,0,9.3,1,Whistleblower,Perpetrator Identified
INC-00670,2023,Q4,Kenya,Chatbot Harmful Advice,High,Finance,24494,5527148.29,Unknown,Individual,0,0.3,1,Forensic Analysis,Legal Proceedings
INC-00671,2022,Q1,United Kingdom,Automated Misinformation Campaign,Low,Education,702,22.61,Video Synthesizer,State Actor,1,8.1,1,Whistleblower,Unresolved
INC-00672,2025,Q1,Saudi Arabia,AI Bias in Hiring,Low,Media,1193,859.82,Unknown,Corporation,0,5.8,0,Whistleblower,Closed-No Action
INC-00673,2023,Q3,Chile,Copyright Infringement via Image Gen,Medium,Public Safety,17511,989815.05,Unknown,Corporation,0,4.2,0,Whistleblower,Under Investigation
INC-00674,2023,Q3,Turkey,AI Surveillance Abuse,Medium,Media,24257,1879114.3,Voice Cloner,Corporation,0,5.4,0,Forensic Analysis,Under Investigation
INC-00675,2025,Q2,South Korea,AI Bias in Credit Scoring,Low,Media,4503,99223.98,Multiple,Unknown,0,9.1,0,Platform AI,Unresolved
INC-00676,2024,Q2,Australia,AI Bias in Credit Scoring,High,Education,115151,,Video Synthesizer,Corporation,0,2.8,0,Forensic Analysis,Legal Proceedings
INC-00677,2025,Q1,Iran,AI Bias in Credit Scoring,High,Public Safety,67687,18496709.75,LLM Chatbot,Individual,0,6.5,0,Forensic Analysis,Unresolved
INC-00678,2024,Q1,Japan,Automated Misinformation Campaign,High,Politics,224529,,Voice Cloner,State Actor,1,7.5,1,Forensic Analysis,Closed-No Action
INC-00679,2024,Q2,Chile,AI Identity Theft,High,Legal,44117,1068598.74,Image Generator,Corporation,1,9.9,0,Journalist Investigation,Resolved
INC-00680,2023,Q2,South Korea,Deepfake Political Disinformation,Critical,Personal,112125,,Unknown,Unknown,0,5.5,0,Human Review,Closed-No Action
INC-00681,2023,Q3,Russia,Deepfake Political Disinformation,Low,Healthcare,1472,90529.73,Unknown,Organized Group,0,2.4,0,Human Review,Under Investigation
INC-00682,2023,Q4,UAE,Voice Cloning Scam,Medium,Employment,15648,102173.35,Code Generator,Unknown,0,0.2,0,Whistleblower,Closed-No Action
INC-00683,2022,Q1,Chile,Automated Misinformation Campaign,Medium,Healthcare,31506,659327.59,LLM Chatbot,Unknown,0,8.3,1,Forensic Analysis,Unresolved
INC-00684,2023,Q4,Netherlands,Automated Misinformation Campaign,Medium,Personal,19117,49306.17,LLM Chatbot,Unknown,0,3.8,0,Whistleblower,Resolved
INC-00685,2024,Q3,Ireland,Deepfake Political Disinformation,Medium,Education,10353,,Multiple,Corporation,0,4.9,1,Journalist Investigation,Resolved
INC-00686,2023,Q1,Japan,AI-Enabled Phishing,Low,Politics,6719,24641.59,Code Generator,Unknown,1,9.0,0,Whistleblower,Under Investigation
INC-00687,2023,Q4,India,Medical AI Misdiagnosis,Critical,Healthcare,621244,,Voice Cloner,Individual,1,5.6,1,Human Review,Legal Proceedings
INC-00688,2022,Q4,United Kingdom,Medical AI Misdiagnosis,High,Finance,7294,,Multiple,Corporation,0,7.3,0,Human Review,Closed-No Action
INC-00689,2024,Q1,Mexico,Chatbot Harmful Advice,High,Healthcare,38432,517744.34,Image Generator,State Actor,1,4.2,1,Whistleblower,Unresolved
INC-00690,2024,Q3,Japan,Academic Dishonesty,Medium,Personal,29575,664289.38,Multiple,Organized Group,0,8.8,0,Automated Flag,Closed-No Action
INC-00691,2023,Q2,India,AI Plagiarism,Low,Finance,4818,1561.1,LLM Chatbot,Corporation,0,1.1,0,Human Review,Closed-No Action
INC-00692,2023,Q2,Poland,AI Bias in Credit Scoring,Low,Politics,6656,20451.44,Image Generator,Organized Group,0,2.6,0,Whistleblower,Legal Proceedings
INC-00693,2024,Q1,UAE,Manipulated Audio Evidence,Low,Personal,4372,3033.74,Code Generator,Corporation,0,5.3,0,Victim Report,Under Investigation
INC-00694,2025,Q4,UAE,Academic Dishonesty,Critical,Healthcare,903264,6062684.19,Voice Cloner,Unknown,1,9.4,1,Journalist Investigation,Perpetrator Identified
INC-00695,2024,Q4,Saudi Arabia,Automated Misinformation Campaign,Low,Legal,869,59299.78,LLM Chatbot,Individual,0,9.0,1,Platform AI,Unresolved
INC-00696,2024,Q4,Taiwan,Voice Cloning Scam,Medium,Personal,1635,91924.51,Voice Cloner,Organized Group,0,6.9,1,Forensic Analysis,Perpetrator Identified
INC-00697,2024,Q3,UAE,Copyright Infringement via Image Gen,Medium,Public Safety,9450,,Unknown,Corporation,0,1.4,0,Journalist Investigation,Under Investigation
INC-00698,2023,Q2,Chile,Academic Dishonesty,Low,Public Safety,12075,55912.25,Multiple,Individual,1,1.1,0,Human Review,Under Investigation
INC-00699,2025,Q2,Germany,Voice Cloning Scam,High,Public Safety,45071,,Video Synthesizer,Organized Group,0,5.1,1,Platform AI,Closed-No Action
INC-00700,2024,Q2,Nigeria,Non-Consensual Intimate Imagery,High,Public Safety,69177,406582.61,Unknown,Corporation,0,0.1,0,Whistleblower,Perpetrator Identified
INC-00701,2022,Q4,Poland,AI Bias in Hiring,Medium,Personal,21339,2097150.05,Multiple,Corporation,0,1.8,1,Human Review,Resolved
INC-00702,2025,Q1,Chile,Chatbot Harmful Advice,High,Healthcare,67578,16655149.28,Image Generator,Organized Group,1,7.5,1,Victim Report,Perpetrator Identified
INC-00703,2023,Q1,South Korea,AI Plagiarism,Critical,Public Safety,511009,85724112.21,Unknown,State Actor,1,5.2,0,Victim Report,Closed-No Action
INC-00704,2022,Q2,Australia,AI Bias in Credit Scoring,Low,Legal,28793,58730.84,Voice Cloner,Unknown,0,9.1,1,Victim Report,Unresolved
INC-00705,2024,Q4,United Kingdom,Academic Dishonesty,Medium,Media,51291,,Unknown,Individual,1,7.8,1,Forensic Analysis,Perpetrator Identified
INC-00706,2024,Q2,Chile,AI-Enabled Phishing,Medium,Healthcare,11842,193773.0,Voice Cloner,Individual,1,1.5,1,Platform AI,Resolved
INC-00707,2024,Q1,Turkey,Synthetic Media Electoral Interference,High,Employment,47657,3720112.99,Voice Cloner,State Actor,1,9.1,1,Platform AI,Unresolved
INC-00708,2023,Q4,Turkey,Voice Cloning Scam,Medium,Legal,56671,67753.26,Video Synthesizer,Unknown,0,6.6,0,Platform AI,Unresolved
INC-00709,2025,Q2,South Africa,AI Bias in Hiring,Low,Legal,2647,88236.07,Voice Cloner,Corporation,0,6.0,0,Human Review,Closed-No Action
INC-00710,2024,Q1,Mexico,Chatbot Harmful Advice,Low,Public Safety,9660,10196.97,Unknown,State Actor,0,1.8,1,Victim Report,Closed-No Action
INC-00711,2025,Q3,Australia,Chatbot Harmful Advice,Low,Personal,31140,221173.74,Voice Cloner,Corporation,0,3.8,1,Forensic Analysis,Legal Proceedings
INC-00712,2025,Q3,Singapore,Academic Dishonesty,Medium,Education,9945,59448.57,Image Generator,Individual,0,6.7,0,Whistleblower,Unresolved
INC-00713,2024,Q4,United Kingdom,AI Bias in Credit Scoring,Low,Healthcare,2131,7420.49,Voice Cloner,Organized Group,1,7.3,1,Victim Report,Closed-No Action
INC-00714,2023,Q3,Spain,Copyright Infringement via Image Gen,Medium,Education,2150,136767.97,Code Generator,Individual,0,8.9,1,Victim Report,Unresolved
INC-00715,2023,Q3,Spain,Copyright Infringement via Image Gen,Medium,Media,6932,640074.55,Multiple,Corporation,0,6.7,0,Human Review,Unresolved
INC-00716,2023,Q1,Mexico,AI-Generated Legal Documents (Unauthorized),Low,Legal,4944,147714.94,Image Generator,State Actor,0,8.4,0,Platform AI,Perpetrator Identified
INC-00717,2022,Q2,India,AI Bias in Credit Scoring,Low,Finance,3906,,Video Synthesizer,Unknown,1,9.2,1,Automated Flag,Unresolved
INC-00718,2023,Q1,New Zealand,AI Plagiarism,High,Politics,26597,847129.29,Image Generator,State Actor,1,2.8,1,Whistleblower,Unresolved
INC-00719,2023,Q2,Netherlands,Chatbot Harmful Advice,High,Legal,19049,4859775.99,Image Generator,Corporation,0,8.9,0,Platform AI,Legal Proceedings
INC-00720,2025,Q4,Indonesia,Chatbot Harmful Advice,Medium,Politics,5917,,LLM Chatbot,State Actor,0,4.6,1,Human Review,Under Investigation
INC-00721,2023,Q1,Japan,Automated Misinformation Campaign,Medium,Education,19698,785282.74,Code Generator,State Actor,0,10.0,1,Forensic Analysis,Legal Proceedings
INC-00722,2023,Q4,France,AI-Generated Fraud,Low,Healthcare,5568,59694.6,Code Generator,Corporation,0,2.9,0,Forensic Analysis,Perpetrator Identified
INC-00723,2025,Q1,Israel,Voice Cloning Scam,Medium,Politics,4485,,LLM Chatbot,Organized Group,1,6.4,0,Journalist Investigation,Under Investigation
INC-00724,2024,Q1,Singapore,Academic Dishonesty,Medium,Public Safety,57289,459735.33,LLM Chatbot,Organized Group,0,6.1,0,Victim Report,Legal Proceedings
INC-00725,2023,Q2,Netherlands,AI-Generated Fraud,Medium,Education,21992,,LLM Chatbot,Unknown,0,5.1,0,Journalist Investigation,Under Investigation
INC-00726,2024,Q3,France,Copyright Infringement via Image Gen,Low,Legal,23340,,Image Generator,Corporation,0,9.0,0,Human Review,Unresolved
INC-00727,2024,Q1,United States,AI-Generated Fraud,Critical,Media,562032,24545908.75,LLM Chatbot,Unknown,0,7.5,0,Automated Flag,Resolved
INC-00728,2025,Q3,Mexico,AI Bias in Hiring,Critical,Personal,543416,2768187.6,Voice Cloner,State Actor,1,6.8,0,Automated Flag,Legal Proceedings
INC-00729,2025,Q2,Australia,Voice Cloning Scam,Medium,Education,17158,53032.7,Voice Cloner,Unknown,0,5.6,0,Forensic Analysis,Under Investigation
INC-00730,2024,Q4,Canada,Synthetic Media Electoral Interference,Medium,Healthcare,11931,342854.04,LLM Chatbot,Unknown,0,6.4,0,Automated Flag,Perpetrator Identified
INC-00731,2024,Q4,Germany,AI-Generated Fraud,High,Employment,302888,4301490.97,Multiple,Unknown,1,5.5,0,Victim Report,Closed-No Action
INC-00732,2025,Q1,Venezuela,Medical AI Misdiagnosis,Medium,Public Safety,2707,926556.38,Multiple,Unknown,1,5.6,1,Forensic Analysis,Under Investigation
INC-00733,2023,Q2,India,Medical AI Misdiagnosis,Medium,Education,31596,746111.9,Image Generator,Individual,1,4.8,1,Victim Report,Under Investigation
INC-00734,2023,Q2,China,Manipulated Audio Evidence,Critical,Public Safety,196174,63352936.09,Unknown,Organized Group,0,4.6,0,Journalist Investigation,Under Investigation
INC-00735,2024,Q3,Sweden,AI Surveillance Abuse,High,Politics,138455,,Unknown,Corporation,0,4.0,1,Automated Flag,Unresolved
INC-00736,2025,Q3,Mexico,Non-Consensual Intimate Imagery,Medium,Employment,19729,138778.13,Multiple,Organized Group,0,5.3,1,Forensic Analysis,Resolved
INC-00737,2023,Q2,Brazil,Academic Dishonesty,Medium,Media,38617,200940.93,LLM Chatbot,Individual,1,9.9,0,Platform AI,Closed-No Action
INC-00738,2025,Q3,Nigeria,Manipulated Audio Evidence,Low,Education,1475,14915.73,Voice Cloner,Unknown,1,6.7,0,Human Review,Unresolved
INC-00739,2024,Q2,Sweden,Medical AI Misdiagnosis,Medium,Healthcare,4962,337943.35,Image Generator,Individual,1,2.1,0,Forensic Analysis,Under Investigation
INC-00740,2025,Q3,Australia,AI Bias in Hiring,High,Legal,136872,7339951.79,Voice Cloner,Corporation,0,6.7,0,Whistleblower,Closed-No Action
INC-00741,2025,Q2,Venezuela,AI-Generated Fraud,Medium,Public Safety,14080,983155.63,Code Generator,Individual,0,2.7,0,Victim Report,Unresolved
INC-00742,2025,Q1,Ireland,Manipulated Audio Evidence,High,Legal,7113,9402779.83,Unknown,Corporation,0,5.1,0,Human Review,Unresolved
INC-00743,2023,Q2,United States,AI-Enabled Phishing,Medium,Politics,4020,199205.07,Code Generator,State Actor,1,4.2,0,Whistleblower,Legal Proceedings
INC-00744,2024,Q4,Mexico,Medical AI Misdiagnosis,Medium,Education,29102,31238.23,LLM Chatbot,Individual,0,2.9,1,Platform AI,Under Investigation
INC-00745,2024,Q4,Sweden,AI Surveillance Abuse,Medium,Finance,2415,1150981.8,Multiple,State Actor,1,8.6,1,Whistleblower,Resolved
INC-00746,2024,Q4,United Kingdom,Manipulated Audio Evidence,Low,Public Safety,1355,64578.97,LLM Chatbot,Unknown,1,5.6,0,Platform AI,Closed-No Action
INC-00747,2022,Q2,South Africa,Academic Dishonesty,High,Healthcare,380594,,Code Generator,Unknown,1,8.3,1,Journalist Investigation,Closed-No Action
INC-00748,2024,Q1,New Zealand,AI Bias in Credit Scoring,Low,Finance,1020,,Voice Cloner,Individual,0,10.0,0,Victim Report,Legal Proceedings
INC-00749,2025,Q3,Taiwan,AI Plagiarism,Low,Public Safety,5991,11328.3,Voice Cloner,Corporation,1,7.5,0,Victim Report,Legal Proceedings
INC-00750,2025,Q1,Saudi Arabia,Academic Dishonesty,Low,Personal,33,,Voice Cloner,Corporation,1,3.3,1,Forensic Analysis,Closed-No Action
INC-00751,2023,Q3,Brazil,Manipulated Audio Evidence,Critical,Media,397090,,Image Generator,Individual,0,7.9,0,Journalist Investigation,Perpetrator Identified
INC-00752,2024,Q1,Germany,AI Bias in Hiring,Low,Legal,5615,32549.38,Code Generator,State Actor,0,5.7,1,Automated Flag,Unresolved
INC-00753,2025,Q1,Netherlands,AI Bias in Hiring,Medium,Media,41116,1776406.16,Image Generator,State Actor,0,9.5,0,Human Review,Resolved
INC-00754,2025,Q3,Indonesia,Synthetic Media Electoral Interference,Critical,Education,160389,15176079.78,LLM Chatbot,Organized Group,0,5.2,0,Human Review,Closed-No Action
INC-00755,2023,Q3,Kenya,AI Identity Theft,Critical,Employment,1310552,1635209.87,Unknown,Individual,0,6.5,0,Forensic Analysis,Perpetrator Identified
INC-00756,2024,Q2,China,Academic Dishonesty,Medium,Finance,39772,,LLM Chatbot,Individual,0,7.7,0,Human Review,Unresolved
INC-00757,2024,Q2,Sweden,Manipulated Audio Evidence,High,Healthcare,187208,19201097.36,Image Generator,Unknown,0,7.8,0,Journalist Investigation,Unresolved
INC-00758,2024,Q4,UAE,Non-Consensual Intimate Imagery,Medium,Public Safety,35044,23335.75,Multiple,State Actor,0,8.4,0,Journalist Investigation,Unresolved
INC-00759,2025,Q2,Russia,AI Bias in Credit Scoring,Low,Employment,18352,70118.07,LLM Chatbot,State Actor,0,7.4,0,Victim Report,Perpetrator Identified
INC-00760,2023,Q4,Kenya,Copyright Infringement via Image Gen,Critical,Healthcare,525258,38811011.91,Code Generator,Organized Group,0,9.1,1,Platform AI,Resolved
INC-00761,2023,Q3,Turkey,Medical AI Misdiagnosis,Medium,Legal,2793,153487.44,Video Synthesizer,State Actor,0,1.3,0,Victim Report,Perpetrator Identified
INC-00762,2025,Q1,Taiwan,AI Identity Theft,Medium,Media,1351,141613.76,Code Generator,Individual,0,9.1,0,Platform AI,Unresolved
INC-00763,2022,Q1,Nigeria,AI Surveillance Abuse,Medium,Legal,11955,,Multiple,Organized Group,1,0.7,0,Whistleblower,Perpetrator Identified
INC-00764,2023,Q1,Singapore,AI Surveillance Abuse,Medium,Personal,7687,,Multiple,State Actor,0,8.4,1,Platform AI,Under Investigation
INC-00765,2025,Q4,New Zealand,Automated Misinformation Campaign,Medium,Healthcare,1759,,Code Generator,State Actor,0,4.0,0,Victim Report,Closed-No Action
INC-00766,2023,Q1,Chile,AI Plagiarism,Low,Personal,136,586.41,Unknown,Individual,0,9.4,1,Victim Report,Under Investigation
INC-00767,2023,Q3,Germany,AI-Enabled Phishing,Medium,Public Safety,2458,305371.72,Video Synthesizer,State Actor,0,1.1,1,Journalist Investigation,Closed-No Action
INC-00768,2023,Q1,Iran,Non-Consensual Intimate Imagery,Medium,Personal,8907,,Image Generator,State Actor,1,3.8,1,Journalist Investigation,Under Investigation
INC-00769,2025,Q3,Japan,Copyright Infringement via Image Gen,Low,Healthcare,3602,38855.54,Video Synthesizer,State Actor,1,2.4,0,Human Review,Perpetrator Identified
INC-00770,2025,Q3,India,AI-Generated Legal Documents (Unauthorized),Critical,Public Safety,913719,262164.82,Video Synthesizer,Organized Group,0,4.1,1,Journalist Investigation,Legal Proceedings
INC-00771,2024,Q4,UAE,Voice Cloning Scam,Critical,Public Safety,101400,2986931.53,Video Synthesizer,Unknown,0,8.6,0,Whistleblower,Closed-No Action
INC-00772,2024,Q4,Venezuela,Non-Consensual Intimate Imagery,Medium,Public Safety,13643,897181.27,Video Synthesizer,State Actor,0,7.9,1,Whistleblower,Closed-No Action
INC-00773,2025,Q2,Germany,AI Plagiarism,Low,Employment,5648,,LLM Chatbot,Unknown,0,3.9,0,Platform AI,Unresolved
INC-00774,2025,Q3,Canada,Chatbot Harmful Advice,Medium,Public Safety,17293,229343.31,Code Generator,Unknown,0,9.6,1,Automated Flag,Resolved
INC-00775,2025,Q1,Israel,Automated Misinformation Campaign,Low,Public Safety,4354,59095.96,LLM Chatbot,Unknown,0,4.7,0,Automated Flag,Legal Proceedings
INC-00776,2023,Q3,Brazil,AI Plagiarism,High,Employment,255468,5200437.41,Code Generator,State Actor,0,3.4,1,Journalist Investigation,Under Investigation
INC-00777,2024,Q4,North Korea,AI-Enabled Phishing,Medium,Personal,1633,,Video Synthesizer,Unknown,0,6.1,1,Forensic Analysis,Legal Proceedings
INC-00778,2025,Q3,Brazil,AI-Generated Fraud,Medium,Employment,47815,,Code Generator,Organized Group,0,5.5,0,Forensic Analysis,Under Investigation
INC-00779,2024,Q1,South Africa,Automated Misinformation Campaign,Low,Finance,1086,12409.04,Video Synthesizer,Unknown,1,5.9,1,Platform AI,Under Investigation
INC-00780,2023,Q1,Venezuela,Voice Cloning Scam,High,Healthcare,452645,150362.67,Code Generator,Corporation,1,8.6,0,Platform AI,Unresolved
